Age,Height,Weight,Team,Year,City,Event,Medal
19.0,173.0,55.0,Greece,1992,Barcelona,Tennis Women's Singles,---
23.0,173.0,55.0,Greece,1996,Atlanta,Tennis Women's Singles,---
21.0,165.0,53.0,South Korea,1996,Atlanta,Tennis Women's Singles,---
22.0,175.0,65.0,France,2008,Beijing,Tennis Women's Singles,---
21.0,165.0,62.0,Austria,2012,London,Tennis Women's Singles,---
18.0,177.0,62.0,Austria,1988,Seoul,Tennis Women's Singles,---
21.0,177.0,62.0,Austria,1992,Barcelona,Tennis Women's Singles,---
25.0,177.0,72.0,Russia,2016,Rio de Janeiro,Tennis Women's Singles,---
22.0,178.0,74.0,Argentina,1988,Seoul,Tennis Women's Singles,---
26.0,178.0,74.0,Argentina,1992,Barcelona,Tennis Women's Singles,---
21.0,170.0,60.0,Israel,2008,Beijing,Tennis Women's Singles,---
25.0,170.0,60.0,Israel,2012,London,Tennis Women's Singles,---
22.0,173.0,61.0,China,2008,Beijing,Tennis Women's Singles,---
26.0,173.0,61.0,China,2012,London,Tennis Women's Singles,---
30.0,173.0,61.0,China,2016,Rio de Janeiro,Tennis Women's Singles,---
26.0,172.0,58.0,Italy,2008,Beijing,Tennis Women's Singles,---
30.0,172.0,58.0,Italy,2012,London,Tennis Women's Singles,---
21.0,173.0,59.0,Ukraine,2004,Athina,Tennis Women's Singles,---
25.0,173.0,59.0,Ukraine,2008,Beijing,Tennis Women's Singles,---
28.0,167.0,62.0,Brazil,2016,Rio de Janeiro,Tennis Women's Singles,---
28.0,180.0,69.0,Germany,2016,Rio de Janeiro,Tennis Women's Singles,---
22.0,178.0,65.0,Russia,2004,Athina,Tennis Women's Singles,---
30.0,178.0,65.0,Russia,2012,London,Tennis Women's Singles,---
17.0,180.0,64.0,France,1992,Barcelona,Tennis Women's Singles,---
21.0,180.0,64.0,France,1996,Atlanta,Tennis Women's Singles,---
29.0,180.0,64.0,France,2004,Athina,Tennis Women's Singles,---
20.0,180.0,66.0,Bulgaria,2008,Beijing,Tennis Women's Singles,---
24.0,180.0,66.0,Bulgaria,2012,London,Tennis Women's Singles,---
28.0,180.0,66.0,Bulgaria,2016,Rio de Janeiro,Tennis Women's Singles,---
19.0,172.0,65.0,Slovenia,2000,Sydney,Tennis Women's Singles,---
23.0,172.0,65.0,Slovenia,2004,Athina,Tennis Women's Singles,---
23.0,177.0,65.0,Austria,2000,Sydney,Tennis Women's Singles,---
19.0,162.0,55.0,Indonesia,2000,Sydney,Tennis Women's Singles,---
27.0,163.0,54.0,Australia,2000,Sydney,Tennis Women's Singles,---
31.0,163.0,54.0,Australia,2004,Athina,Tennis Women's Singles,---
22.0,176.0,61.0,Australia,1992,Barcelona,Tennis Women's Singles,---
26.0,176.0,61.0,Australia,1996,Atlanta,Tennis Women's Singles,---
22.0,170.0,64.0,Puerto Rico,2016,Rio de Janeiro,Tennis Women's Singles,Gold
19.0,172.0,56.0,Poland,2008,Beijing,Tennis Women's Singles,---
23.0,172.0,56.0,Poland,2012,London,Tennis Women's Singles,---
27.0,172.0,56.0,Poland,2016,Rio de Janeiro,Tennis Women's Singles,---
21.0,178.0,57.0,Poland,2012,London,Tennis Women's Singles,---
20.0,182.0,67.0,Czechoslovakia,1988,Seoul,Tennis Women's Singles,---
15.0,165.0,55.0,Madagascar,1992,Barcelona,Tennis Women's Singles,---
19.0,165.0,55.0,Madagascar,1996,Atlanta,Tennis Women's Singles,---
27.0,165.0,55.0,Madagascar,2004,Athina,Tennis Women's Singles,---
14.0,173.0,52.0,Madagascar,1992,Barcelona,Tennis Women's Singles,---
31.0,165.0,55.0,United States,2004,Athina,Tennis Women's Singles,---
25.0,173.0,64.0,France,2008,Beijing,Tennis Women's Singles,---
22.0,173.0,56.0,Italy,1988,Seoul,Tennis Women's Singles,---
26.0,173.0,56.0,Italy,1992,Barcelona,Tennis Women's Singles,---
20.0,174.0,60.0,Austria,1992,Barcelona,Tennis Women's Singles,---
19.0,173.0,65.0,Germany,1992,Barcelona,Tennis Women's Singles,---
18.0,180.0,62.0,Great Britain,2012,London,Tennis Women's Singles,---
22.0,164.0,60.0,Spain,1996,Atlanta,Tennis Women's Singles,---
28.0,167.0,61.0,United States,2004,Athina,Tennis Women's Singles,---
18.0,175.0,64.0,Argentina,1988,Seoul,Tennis Women's Singles,Silver
26.0,175.0,64.0,Argentina,1996,Atlanta,Tennis Women's Singles,---
21.0,177.0,65.0,Czech Republic,2008,Beijing,Tennis Women's Singles,---
25.0,177.0,65.0,Czech Republic,2012,London,Tennis Women's Singles,---
29.0,177.0,65.0,Czech Republic,2016,Rio de Janeiro,Tennis Women's Singles,---
22.0,182.0,70.0,Russia,2008,Beijing,Tennis Women's Singles,Silver
17.0,173.0,60.0,Argentina,2000,Sydney,Tennis Women's Singles,---
26.0,171.0,59.0,Spain,2004,Athina,Tennis Women's Singles,---
16.0,169.0,56.0,Spain,1988,Seoul,Tennis Women's Singles,---
20.0,169.0,56.0,Spain,1992,Barcelona,Tennis Women's Singles,Bronze
24.0,169.0,56.0,Spain,1996,Atlanta,Tennis Women's Singles,Silver
28.0,169.0,56.0,Spain,2000,Sydney,Tennis Women's Singles,---
27.0,183.0,63.0,Italy,2008,Beijing,Tennis Women's Singles,---
22.0,169.0,61.0,Soviet Union,1988,Seoul,Tennis Women's Singles,---
26.0,169.0,61.0,Latvia,1992,Barcelona,Tennis Women's Singles,---
19.0,167.0,58.0,Japan,1992,Barcelona,Tennis Women's Singles,---
23.0,167.0,58.0,Japan,1996,Atlanta,Tennis Women's Singles,---
20.0,169.0,62.0,Luxembourg,2004,Athina,Tennis Women's Singles,---
24.0,176.0,70.0,Austria,2000,Sydney,Tennis Women's Singles,---
22.0,170.0,65.0,Denmark,1988,Seoul,Tennis Women's Singles,---
24.0,166.0,64.0,Italy,2004,Athina,Tennis Women's Singles,---
28.0,166.0,64.0,Italy,2008,Beijing,Tennis Women's Singles,---
32.0,166.0,64.0,Italy,2012,London,Tennis Women's Singles,---
21.0,176.0,63.0,Slovakia,2016,Rio de Janeiro,Tennis Women's Singles,---
17.0,168.0,56.0,Switzerland,1996,Atlanta,Tennis Women's Singles,---
25.0,168.0,56.0,Switzerland,2004,Athina,Tennis Women's Singles,---
29.0,168.0,56.0,Switzerland,2008,Beijing,Tennis Women's Singles,---
21.0,189.0,77.0,Netherlands,1992,Barcelona,Tennis Women's Singles,---
25.0,189.0,77.0,Netherlands,1996,Atlanta,Tennis Women's Singles,---
22.0,179.0,70.0,United States,1996,Atlanta,Tennis Women's Singles,---
26.0,179.0,70.0,United States,2000,Sydney,Tennis Women's Singles,Bronze
27.0,170.0,58.0,Venezuela,2008,Beijing,Tennis Women's Singles,---
21.0,167.0,65.0,Spain,2000,Sydney,Tennis Women's Singles,---
25.0,167.0,65.0,Spain,2004,Athina,Tennis Women's Singles,---
20.0,160.0,58.0,Italy,1996,Atlanta,Tennis Women's Singles,---
19.0,166.0,55.0,Tunisia,1996,Atlanta,Tennis Women's Singles,---
31.0,166.0,55.0,Tunisia,2008,Beijing,Tennis Women's Singles,---
25.0,188.0,59.0,Russia,2012,London,Tennis Women's Singles,Silver
26.0,183.0,70.0,United States,1988,Seoul,Tennis Women's Singles,---
24.0,180.0,68.0,Kazakhstan,2012,London,Tennis Women's Singles,---
28.0,180.0,68.0,Kazakhstan,2016,Rio de Janeiro,Tennis Women's Singles,---
28.0,168.0,62.0,Germany,2016,Rio de Janeiro,Tennis Women's Singles,---
26.0,175.0,65.0,Canada,1992,Barcelona,Tennis Women's Singles,---
28.0,159.0,52.0,Israel,2004,Athina,Tennis Women's Singles,---
20.0,175.0,62.0,Great Britain,1992,Barcelona,Tennis Women's Singles,---
25.0,166.0,58.0,Australia,1988,Seoul,Tennis Women's Singles,---
24.0,169.0,61.0,Spain,2012,London,Tennis Women's Singles,---
18.0,185.0,75.0,Romania,1992,Barcelona,Tennis Women's Singles,---
19.0,175.0,60.0,Croatia,2004,Athina,Tennis Women's Singles,---
19.0,180.0,62.0,Slovenia,2000,Sydney,Tennis Women's Singles,---
23.0,180.0,62.0,Slovenia,2004,Athina,Tennis Women's Singles,---
23.0,173.0,65.0,United States,2016,Rio de Janeiro,Tennis Women's Singles,---
20.0,175.0,68.0,Australia,2004,Athina,Tennis Women's Singles,---
