Age,Height,Weight,Team,Year,City,Event,Medal
18.0,169.0,56.0,Netherlands,2004,Athina,Gymnastics Women's Individual All-Around,---
17.0,169.0,58.0,Netherlands,1976,Montreal,Gymnastics Women's Individual All-Around,---
21.0,168.0,56.0,Netherlands,1960,Roma,Gymnastics Women's Individual All-Around,---
17.0,167.0,55.0,France,2016,Rio de Janeiro,Gymnastics Women's Individual All-Around,---
16.0,155.0,43.0,Belgium,2004,Athina,Gymnastics Women's Individual All-Around,---
15.0,162.0,46.0,Hungary,1996,Atlanta,Gymnastics Women's Individual All-Around,---
14.0,150.0,38.0,Greece,1988,Seoul,Gymnastics Women's Individual All-Around,---
23.0,156.0,51.0,Romania,1956,Melbourne,Gymnastics Women's Individual All-Around,---
26.0,156.0,51.0,Romania,1960,Roma,Gymnastics Women's Individual All-Around,---
30.0,156.0,51.0,Romania,1964,Tokyo,Gymnastics Women's Individual All-Around,---
22.0,148.0,45.0,Cuba,1968,Mexico City,Gymnastics Women's Individual All-Around,---
21.0,158.0,41.0,Czechoslovakia,1988,Seoul,Gymnastics Women's Individual All-Around,---
16.0,168.0,55.0,Netherlands,1972,Munich,Gymnastics Women's Individual All-Around,---
17.0,156.0,40.0,Czechoslovakia,1988,Seoul,Gymnastics Women's Individual All-Around,---
19.0,164.0,53.0,Spain,1976,Montreal,Gymnastics Women's Individual All-Around,---
17.0,143.0,41.0,Cuba,2016,Rio de Janeiro,Gymnastics Women's Individual All-Around,---
18.0,153.0,47.0,Cuba,1968,Mexico City,Gymnastics Women's Individual All-Around,---
18.0,163.0,54.0,Finland,1952,Helsinki,Gymnastics Women's Individual All-Around,---
15.0,156.0,47.0,Spain,1980,Moskva,Gymnastics Women's Individual All-Around,---
19.0,165.0,58.0,Australia,2008,Beijing,Gymnastics Women's Individual All-Around,---
14.0,160.0,47.0,Bulgaria,1988,Seoul,Gymnastics Women's Individual All-Around,---
18.0,160.0,47.0,Bulgaria,1992,Barcelona,Gymnastics Women's Individual All-Around,---
18.0,151.0,44.0,Romania,1988,Seoul,Gymnastics Women's Individual All-Around,---
19.0,155.0,52.0,Soviet Union,1964,Tokyo,Gymnastics Women's Individual All-Around,---
14.0,151.0,39.0,France,1996,Atlanta,Gymnastics Women's Individual All-Around,---
18.0,160.0,50.0,Italy,1988,Seoul,Gymnastics Women's Individual All-Around,---
22.0,160.0,50.0,Italy,1992,Barcelona,Gymnastics Women's Individual All-Around,---
18.0,160.0,49.0,West Germany,1988,Seoul,Gymnastics Women's Individual All-Around,---
20.0,164.0,53.0,Soviet Union,1968,Mexico City,Gymnastics Women's Individual All-Around,Silver
17.0,152.0,48.0,Sweden,2004,Athina,Gymnastics Women's Individual All-Around,---
18.0,160.0,47.0,Australia,2000,Sydney,Gymnastics Women's Individual All-Around,---
19.0,155.0,48.0,United States,1964,Tokyo,Gymnastics Women's Individual All-Around,---
22.0,158.0,56.0,Netherlands,1960,Roma,Gymnastics Women's Individual All-Around,---
17.0,149.0,46.0,China,1988,Seoul,Gymnastics Women's Individual All-Around,---
18.0,145.0,37.0,China,2004,Athina,Gymnastics Women's Individual All-Around,---
15.0,154.0,38.0,China,1988,Seoul,Gymnastics Women's Individual All-Around,---
20.0,156.0,45.0,China,1988,Seoul,Gymnastics Women's Individual All-Around,---
16.0,140.0,33.0,China,2016,Rio de Janeiro,Gymnastics Women's Individual All-Around,---
15.0,150.0,40.0,Japan,1984,Los Angeles,Gymnastics Women's Individual All-Around,---
16.0,150.0,38.0,Germany,1992,Barcelona,Gymnastics Women's Individual All-Around,---
24.0,167.0,54.0,Netherlands,2016,Rio de Janeiro,Gymnastics Women's Individual All-Around,---
15.0,158.0,43.0,West Germany,1972,Munich,Gymnastics Women's Individual All-Around,---
16.0,160.0,53.0,Great Britain,2008,Beijing,Gymnastics Women's Individual All-Around,---
20.0,160.0,53.0,Great Britain,2012,London,Gymnastics Women's Individual All-Around,---
17.0,157.0,52.0,United States,2012,London,Gymnastics Women's Individual All-Around,---
15.0,161.0,49.0,Italy,1976,Montreal,Gymnastics Women's Individual All-Around,---
20.0,161.0,62.0,Poland,1964,Tokyo,Gymnastics Women's Individual All-Around,---
15.0,153.0,41.0,West Germany,1984,Los Angeles,Gymnastics Women's Individual All-Around,---
17.0,163.0,57.0,Poland,1952,Helsinki,Gymnastics Women's Individual All-Around,---
21.0,163.0,57.0,Poland,1956,Melbourne,Gymnastics Women's Individual All-Around,---
16.0,163.0,47.0,United States,1976,Montreal,Gymnastics Women's Individual All-Around,---
16.0,160.0,51.0,Great Britain,1972,Munich,Gymnastics Women's Individual All-Around,---
17.0,150.0,48.0,Great Britain,2000,Sydney,Gymnastics Women's Individual All-Around,---
20.0,153.0,48.0,Great Britain,1984,Los Angeles,Gymnastics Women's Individual All-Around,---
20.0,155.0,52.0,Jamaica,2016,Rio de Janeiro,Gymnastics Women's Individual All-Around,---
17.0,150.0,43.0,Cuba,1960,Roma,Gymnastics Women's Individual All-Around,---
19.0,152.0,50.0,Great Britain,2004,Athina,Gymnastics Women's Individual All-Around,---
17.0,156.0,56.0,Australia,1984,Los Angeles,Gymnastics Women's Individual All-Around,---
16.0,165.0,52.0,Great Britain,2008,Beijing,Gymnastics Women's Individual All-Around,---
16.0,161.0,52.0,Poland,1968,Mexico City,Gymnastics Women's Individual All-Around,---
17.0,153.0,46.0,Canada,1984,Los Angeles,Gymnastics Women's Individual All-Around,---
17.0,161.0,51.0,United States,1976,Montreal,Gymnastics Women's Individual All-Around,---
25.0,153.0,50.0,Hong Kong,2012,London,Gymnastics Women's Individual All-Around,---
19.0,150.0,47.0,Canada,1992,Barcelona,Gymnastics Women's Individual All-Around,---
18.0,162.0,49.0,China,1984,Los Angeles,Gymnastics Women's Individual All-Around,---
16.0,154.0,52.0,Mongolia,1964,Tokyo,Gymnastics Women's Individual All-Around,---
20.0,154.0,52.0,Mongolia,1968,Mexico City,Gymnastics Women's Individual All-Around,---
16.0,141.0,28.0,Japan,2000,Sydney,Gymnastics Women's Individual All-Around,---
25.0,154.0,45.0,Japan,1976,Montreal,Gymnastics Women's Individual All-Around,---
16.0,158.0,48.0,Bulgaria,1976,Montreal,Gymnastics Women's Individual All-Around,---
18.0,155.0,43.0,China,1992,Barcelona,Gymnastics Women's Individual All-Around,---
15.0,150.0,35.0,China,2008,Beijing,Gymnastics Women's Individual All-Around,Bronze
15.0,158.0,40.0,China,2000,Sydney,Gymnastics Women's Individual All-Around,---
17.0,145.0,35.0,China,2012,London,Gymnastics Women's Individual All-Around,---
16.0,140.0,31.0,Ukraine,2000,Sydney,Gymnastics Women's Individual All-Around,---
18.0,162.0,46.0,Ukraine,2004,Athina,Gymnastics Women's Individual All-Around,---
18.0,150.0,45.0,Malaysia,2000,Sydney,Gymnastics Women's Individual All-Around,---
22.0,153.0,44.0,Kazakhstan,2000,Sydney,Gymnastics Women's Individual All-Around,---
22.0,140.0,39.0,Russia,2004,Athina,Gymnastics Women's Individual All-Around,---
26.0,140.0,39.0,Russia,2008,Beijing,Gymnastics Women's Individual All-Around,---
17.0,150.0,48.0,Turkey,2016,Rio de Janeiro,Gymnastics Women's Individual All-Around,---
18.0,155.0,50.0,Great Britain,1984,Los Angeles,Gymnastics Women's Individual All-Around,---
16.0,161.0,48.0,Chinese Taipei,1968,Mexico City,Gymnastics Women's Individual All-Around,---
17.0,159.0,55.0,South Korea,1960,Roma,Gymnastics Women's Individual All-Around,---
14.0,154.0,38.0,Japan,1984,Los Angeles,Gymnastics Women's Individual All-Around,---
17.0,146.0,42.0,Soviet Union,1980,Moskva,Gymnastics Women's Individual All-Around,---
17.0,154.0,43.0,Russia,2000,Sydney,Gymnastics Women's Individual All-Around,---
21.0,154.0,43.0,Russia,2004,Athina,Gymnastics Women's Individual All-Around,---
21.0,162.0,52.0,Lithuania,2008,Beijing,Gymnastics Women's Individual All-Around,---
18.0,156.0,46.0,Belarus,2000,Sydney,Gymnastics Women's Individual All-Around,---
15.0,153.0,45.0,Poland,1980,Moskva,Gymnastics Women's Individual All-Around,---
15.0,147.0,40.0,Ukraine,1996,Atlanta,Gymnastics Women's Individual All-Around,---
16.0,145.0,41.0,Czechoslovakia,1980,Moskva,Gymnastics Women's Individual All-Around,---
18.0,148.0,39.0,China,2004,Athina,Gymnastics Women's Individual All-Around,Bronze
17.0,147.0,40.0,China,1992,Barcelona,Gymnastics Women's Individual All-Around,---
15.0,147.0,40.0,Belarus,1996,Atlanta,Gymnastics Women's Individual All-Around,---
20.0,147.0,40.0,Belarus,2000,Sydney,Gymnastics Women's Individual All-Around,---
18.0,161.0,53.0,Ukraine,2008,Beijing,Gymnastics Women's Individual All-Around,---
16.0,155.0,41.0,China,1984,Los Angeles,Gymnastics Women's Individual All-Around,---
16.0,152.0,41.0,China,1984,Los Angeles,Gymnastics Women's Individual All-Around,---
16.0,154.0,47.0,Poland,1968,Mexico City,Gymnastics Women's Individual All-Around,---
18.0,156.0,47.0,Russia,2004,Athina,Gymnastics Women's Individual All-Around,---
16.0,139.0,36.0,United States,1992,Barcelona,Gymnastics Women's Individual All-Around,---
16.0,155.0,44.0,Canada,1984,Los Angeles,Gymnastics Women's Individual All-Around,---
21.0,158.0,48.0,East Germany,1968,Mexico City,Gymnastics Women's Individual All-Around,---
25.0,158.0,48.0,East Germany,1972,Munich,Gymnastics Women's Individual All-Around,---
